Episode,Day,Speaker,Text
4,11,Kelly,"Sue and I had discussed on our own about getting Richard in the same vote and us three having the same vote. Because the more people you know that are going to vote for somebody else, you might as well go with that. You might as well, you know, keep yourself safe, and, you know, keep it in the majority."
4,11,Susan,"We have alliances that are happening within the group, and you're going to have that, just because, you know, everybody's... “Hey, there's money involved.”"
4,11,Richard,We really could control our fate if we stick together.
4,11,Kelly,"We really like Rudy. Rudy's kind of crabby, but he's a lot better to get along with, you know, than the two boys. At least he's honest. You know, he'll tell you, you know, “Up yours!” in a second."
4,11,Rudy,"Somebody said that if you want to sort of gang up against somebody, you ought to talk about it to get rid of them, but uh, I don't agree with that, so I'm not doing it. I don't know about the rest of them."
4,11,Richard,"I think we can trust the three of our votes, 'cause if one of us blows up, trustworthiness-wise, then this whole thing's out the window and it's... it's a free-for-all."
4,11,Ramona,"Jenna-- she's like this Energizer bunny that, like, keeps going and going and going. Like, I haven't had a white friend since, like, Junior High School, and I really can see her being, like, my first white friend in a long time."
4,11,Gretchen,"I think Ramona's change has to do with she's feeling more comfortable, she's feeling better. She feels like she's more part of the group, which I don't think she felt in the very beginning."
4,11,Gervase,"I think we've definitely seen Ramona's redemption this week. Looks like she's turned things around. That's in my eyes, she's redeemed herself. Other people's eyes, it could be totally different."
4,11,Jenna,"I think Ramona has changed her attitude... well, no. Changed her work ethic a lot. But I don't think her attitude has changed much. She is working more, she's trying, but I think maybe it is a little too little too late."
4,11,Ramona,"This is what I'm like every day when I'm feeling like at a 100%. I'm feeling... good about being a part of the group. Hopefully, everyone sees, like, “Wow. This is Ramona!” you know, “This is what, like 100% Ramona can offer to the team!”"
4,12,Greg,"The Immunity Challenge will be huge today whether the other team loses and has to vote out another person, then they're two people short of what we have, or if we have to vote somebody out. Uh, things should get interesting."
4,12,Jenna,I don't wanna make that trek tonight. We gotta win.
4,12,Gervase,"We'll win. It might be close, but we'll definitely win today. Without a doubt."
4,12,Richard,We got to win this Immunity Challenge.
4,12,Susan,We got to stomp them so bad.
4,12,Dirk,"We're excited for the challenge, we feel confident, and we feel ready."
4,12,Joel,"Yeah, this is a big one, and this is huge. Um, you know, yeah, we don't want to lose this one."
4,12,Gervase,"We're here to compete, and we're here to win these competitions, and we're here to do them as a team."
4,12,Colleen,"I wouldn't say we're-we're cocky. I just think that we're, uh, we're the best."
4,12,Gervase,The most difficult thing of this whole thing for me is to vote somebody off. I think we're dreading that.
4,12,Jenna,"Going to this Island Council meeting tonight it's really tough. The thought of eliminating any of these people that we're placing all of our-our confidence in, it's getting worse. I can't imagine and I can't fathom voting off somebody from this team tonight."
4,12,Colleen,"I'm going, not knowing what's going to happen, and I'm nervous. I'm nervous about votes being against me tonight because of... I'm not a champion in the competition."
4,12,Jenna,"Speed-wise, we got right down there. We got right down to the treasure chest, and it just kept collapsing in, and it was so devastating. All day I had this feeling that my leg would be the one that would lose it for us, and it did. It does make me feel vulnerable, um, for the vote tonight."
4,12,Gervase,"If somebody had to go right now in our tribe, I would vote for Jenna, because she's more annoying than Colleen. I could deal with Jenna not being here, then just keep Colleen around a little longer."
4,12,Greg,"We're all friends, and then you boot someone. It's like the game board Sorry! You pick the card and you got to take your thing and smash the other guy out of the way. Knock 'em out, that's that, you move on. Sorry!"
5,13,Colleen,"We slept late for the first time since we've been here today. Everybody is a little bit on edge, everybody is a little vulnerable today."
5,13,Joel,"I think today we're just a little bit down because another person is gone, of course. And we can see that the group's getting a little bit smaller. Even if it's only two people smaller, it's still getting a little bit smaller and, uh, we're starting to see that a little bit."
5,13,Jenna,"For some reason, the last two to three days we've just been really down. I think its got a lot to do with just, uh, we lost two in a row. We lost a member of the group and one of... who I consider one of our male leaders, Greg, was really feeling terrible. He's got an ear infection He's really sick."
5,13,Gretchen,"I think the camp looks trashy. I think stuff's all over the place. I think the flag should be up. I mean, there's a lot we can do to make this camp look really nice. I mean, something's going to have to change. Something's going to have to happen to make everybody decide to pitch in."
5,13,Rudy,"That is the parachute that they dropped the cargo with the other day that, uh, contained some goodies and, uh, right now, they want to hang the parachute up for shade."
5,13,Kelly,"Me, personally, I was a little irritated with, um, Sean and Dirk's effort around camp. I mean, they try to go out fishing when they know they're not gonna catch anything and I think, personally, it's just so they can say, “Hey, well, we did something.”"
5,13,Sean,"Kelly thinks that failure to catch fish is failure to try. You know, I think she's equating those two, which is not true. (05:22 → 05:32 = 10s)"
5,13,Sean,"The fish are not biting hooks out here for some reason. Either we got the wrong bait, or we're going the wrong time."
5,13,Rudy,"Fishing with a hook, I think, is useless. They put about 25 hours in and not a bite. That's big enough hint for me not to go fishing with a hook."
5,13,Susan,"I'm just irritated with them. Sean and Dirk going out wasting three days in the daylight fishing. And I let them know, too."
5,13,Sean,"It's expected to get on each others nerves. Maybe everyone's on my nerves, too, but I just don't really act on it. I just wanted to be happy − have a nice life here and that's it."
5,13,Kelly,It's been the people who really work and contribute to camp versus people who are lazy and don't really do anything to contribute to the camp.
5,13,Dirk,"The second I stop having fun I'll vote myself off the island. I came here to have a great time, grow in my faith with the Lord and that's the most important thing to me."
5,13,Rudy,"It's funny to me that a guy would read the Bible out here. The only reason I'd bring a Bible is if... I mean, I'm religious too... if I needed toilet paper."
5,13,Sean,"We had a little visit from Jeff, our host, today, and he came by and told us that tomorrow's going to be a competition, a Reward Challenge. So we've been practicing all day at that. (08:16 → 08:26 = 10s)"
5,13,Sean,"Turns out that I'm pretty good with the blowgun. And I never really... never shot a blowgun before in my life. Turns out Rich is an expert marksman. Something we didn't know about him until today, so, uh... he has excellent aim when it comes to a slingshot. And Sue throws that spear much better than any of the guys in our tribe. She's a wild woman with the spear."
5,13,Susan,"And I was kind of hoping that I'd be good at nothing so that I could just, like, hang back and let the pressure go on somebody else. Turns out I throw the javelin the best. I'm thinking the other team's going to have a guy throwing the spear. So if there is, there's a good chance that I can dog some guy on national TV. Even if we lost and I at least dogged the guy in the spear throwing, they'd be happy."
5,14,Joel,"I never really threw a spear in my life. Except, you know... anything serious. It's kind of hard to keep it straight. That's a good distance, especially a little thing like this, and you don't know if you can take a running start or how you should do it, or what the thing is, so this looks like it's going to be our weakest event for sure. Because the other girls have the, uh, blowgun down really well. The slingshot looks good. So it'd be nice to win it today. You know a lot of these Reward Challenges we haven't really been after, but, uh, you know, I think we're all really determined for this one. Looks good."
5,14,Jenna,"I don't know what brought us down, but it seems like winning that challenge just brought everybody right back up. I can't speak for the rest of the tribe, but I really wanted to win 'cause it was fruit. I wanted to win that more than any of the other reward thus far. Unexpectedly, we came back with three live chickens which was absolutely wonderful. (16:11 → 16:26 = 15s)"
5,14,Jenna,"Well, we're going to see if they produce any eggs, but I'm really thinking that we're going to wait every other day and eat a chicken."
5,14,Gretchen,They're not going to be around long. Everybody's waiting for them to lay eggs but I think they're under a lot of stress and there's three of them in that box and so they have a very short time to produce before they're slaughtered.
5,14,Gervase,"The fruit and the chickens was just so huge to us, really, I mean... I think that's the biggest reward so far to date. (17:04 → 17:19 = 15s)"
5,14,Gervase,"I think we were down just because we lost. I mean, no matter how you look at it, losing hurts and we had to vote somebody off. So we just had to get out of that, and then, when we won the Reward Challenge, that was our momentum right there."
5,14,Susan,"As far as losing the challenge today, I was a little irritated. Here's my dream come true. I can stomp a guy on national television and I miss by two inches. It was a bummer, but then when they pulled the chickens out, I started laughing. Cutting off a chicken's head? No, it's not what I would want to do for food. I can live without the chicken right now."
5,14,Richard,"So that was all right. The other team won some live chickens with some eggs. So we came back here and I went spearfishing and got us a nice eel. That's the first eel. If I'd seen others, I'd have gotten others."
5,14,Kelly,"At least we eat stuff that we go out and catch and look for ourselves, and we don't have it handed to us."
5,14,Sean,"The eel was pretty horrible. Uh, it wasn't any good whatsoever."
5,14,Kelly,"We thought it was going to be you know, big, fat steaks of meat, but it really wasn't."
5,14,Rudy,I wouldn't go after eel again if I had a choice − I would have rather had chicken without a doubt.
5,14,Gretchen,My feelings on who the leader is has always been Greg. He's just really good at it.
5,14,Greg,"I may be slipping into some sort of leadership position. I'm attempting to avoid it. I don't want to be the leader of anything. I go play by myself, help out the tribe as much as I can and try and recharge my batteries so I can be there fully with them."
5,14,Gretchen,"He's really good at living in the woods, too. I think, out of everybody here, Greg's the most comfortable in the woods."
5,14,Greg,"My psychological comfort does not come from sleeping with the group in a hut. In fact, they kind of make me nervous, 'cause there are a lot of people doing a lot of different things and it's a lot of energy in a very small space while I'm trying to, uh, clear my head of energy. Sleeping in the forest is comfortable for me. I'm making a little sleeping pad. Sleeping pad, sleeping bag − depending on how big it gets. I just used some bedding of debris or whatever I can find − palm or the leaves that are around − and pile up a bunch of debris. It's all a nesting instinct. As with everything, make yourself a nest. I nest like a mama bird. Papa bird − more like a papa bird than a mama bird. A single... like a bachelor bird, I guess. Colleen has joined me in the forest to sleep. She apparently finds it more comfortable, as well."
5,14,Gervase,"I mean, they go off a lot, seems like together. Like last night, for example, while everybody was going to bed, they got out, and nobody saw them till just this morning sometime."
5,15,Jenna,I noticed they seem to be spending their nights out under the stars and cuddling up. I think it's stepped up a notch − maybe a little romance going on.
5,15,Colleen,"Um, when we go off, it's all about sex. It's all that's happening. Um... it's a really passionate affair right now. Things are going great. (laughs)"
5,15,Greg,"The question was asked before whether this was a romantic situation or not, and I will reaffirm that there is no romance."
5,15,Colleen,"You know, he reminds me of my friends back home, so it's like I can totally, totally be myself with him."
5,15,Greg,"So we like to play together − not as a romantic situation, but, yeah heading back out in the forest and sleeping out there and the rest of it is great."
5,15,Richard,"This is a yellow-banded sea krait. We find a number of them in the jungle. I haven't seen one down here on the beach. I'm hoping he goes for a swim. I might help him. He's awake now. Oh, I'm not afraid of snakes. I mean, I don't want to be bitten by something that's deadly, but, no, I used to play with garter snakes, when I was a kid and feed them frogs, and... You know, they're not… They are quick, and it's... and they are... they can move fast, but you can see when he's about to coil up and strike and you can prepare yourself and you can get ready to move before it does. I want to put him in the water 'cause I want to watch him swim. (23:14 → 23:24 = 10s)"
5,15,Richard,"We've been told they're extremely deadly − immediately deadly, within six hours deadly. Horseflies bother me more."
5,15,Sean,"I knew today was going to be a good day when I woke up. I haven't had a bowel movement in nearly two weeks. This morning, I had my first bowel movement − felt fantastic. I'm getting thinner and thinner. I think I'm using most of the rice I make 'cause I'm not bloated and my pants are getting skinnier. Very excited about it − it's the way to start the day off, with a little bit of a bowel movement. Nice work, Sean. Go, New York, go! (24:10 → 24:19 = 9s) We were concerned about Dirk and his eating a while ago, because he was really disappearing into nothing. We're all losing a little bit of weight, but Dirk was really losing a lot of weight."
5,15,Dirk,"I definitely lost a lot of mass, a lot of muscle mass, a lot of strength. It's not going to help me but, as long as I conserve my energy − don’t-don't waste it on things that we don't need − as long as I'm smart about it, I think I'll be okay."
5,15,Kelly,"We've noticed Dirk kind of getting a little skinny. Um, there was a few days where we were all kind of concerned about him and, uh, he was just kind of... I think, you know, mentally, he was-- he was a little bummed out and all of us were, like, you know, “Eat more rice, eat more rice.”"
5,15,Kelly,"Well, we all kind of try and keep an eye on him, 'cause he was real skinny to begin with, you know. The labor thing is... it's actually better now. Sean and Dirk started to realize that they better, you know, do something. Otherwise, they're out of here. (laughs)"
5,15,Susan,"They've kind of come around the last couple, two, three days and started doing a little more, but it's a little too late for that."
5,15,Dirk,"Maybe I am on thin ice with this team now. I don't know. I feel like I'm pulling my weight and I think the group sees that and I'm just going to find tapioca, and I'm just going to let it work itself out."
5,15,Sean,There was about five on this stem that I picked up but only one was good. The rest were mushy. So I had to throw the rest away.
5,15,Kelly,Today's Day 15 and we have an Immunity Challenge today.
5,15,Sean,"Hopefully, um, it'll be something that, uh... that we can win pretty handily, and I don't feel like going to the Immune Council tonight by any means. (28:27 → 28:39 = 12s)"
5,15,Sean,"Apparently, we need one rower and the rest of us swimming which is good, because we have Kelly who's a rower. That's what she does as a profession for a living."
5,15,Kelly,"I'm a commercial white-water raft guide, so obviously, I'm the rower today. Feeling a little pressure, but I'm not too worried about it. I know Gervase can't swim, so my guess is that they're going to put him in the boat rowing, which is cool for me because I can beat him any day of the week."
5,15,Jenna,"You can look at it as a disadvantage that, uh, Gervase can't swim. But we all are going to have our differences. Not all of us are going to be strong at everything."
5,15,Gervase,"Comfort level with swimming's about 80%. I mean, I've heard you're more buoyant in the ocean, because of the salt water. I don't know that, though. To me, I'll sink like I was in a pool."
5,15,Kelly,"Tonight we have to take the suckfest hike to the Tribal Council, and we get to vote somebody off tonight, unfortunately. You know, despite everything, I was the best choice to put in that boat today, and, you know, like I said, sometimes your best just isn't good enough and life just wouldn't be life if everybody didn't get their little embarrassments from time to time, so..."
5,15,Sean,"Oh yeah, it's always in the back of my mind whether or not anyone's going to vote against me, you know. I don't have a vote against me yet, and now we're losing numbers so I'm sure one's coming, just like the other people who don't have a vote against them, one's coming in their direction, too. I suspect it might be Rudy. That's how I'll probably cast my vote at this point."
5,15,Richard,"It's an interesting game, but it's a game, and I've had a strategy from Day 1. I've already built an alliance and we're going to work through as best we can right to the end before the free-for-all."
5,15,Dirk,"I think I'm vulnerable. I've tried my hardest and put as much effort if not more into everything, but I haven't been successful in any areas so maybe some people will look at that and say, “Dirk doesn't know what he's doing. He's being lazy.” Whatever. But I think they realize that I'm a valuable member of this team, so I'm not worried about being voted off. I think I'll be here tomorrow."
6,16,Susan,We're having a Pagong day. We're laying around doing nothing.
6,16,Richard,"This is an interesting point in the game right here-- right on the verge of the merge. Two nights before we merge, it's an interesting time. Change is coming, as they say."
6,16,Kelly,"I think it'll be cool when we merge. I think they're nice people. I don't think they're taking this... seriously. They're playing “Island 90210.” They think that they're gonna go to their little mud volcano and give each other facials and they don't need to really do anything because they're just here to... look cute on TV, I don't know."
6,16,Susan,"They better send them with some supplies, that's all I can say. There's three of them that we need out of here. Greg, definitely. He's just way too psychotic. The other one is speedball-- Jenna. She... yeah, she's going to grow old real fast on us. Gervase. He's a pervert. He's gone. And the chickens all better be dead because they'll be dead when they get here."
6,16,Joel,One hour to chicken time. T-minus one hour.
6,16,Gretchen,We're going to wait till about another hour and then we're going to chop their head off.
6,16,Joel,We'll take the little nasty one first.
6,16,Gretchen,And pull out all their feathers. I think not everybody wants to participate in the chopping of the head.
6,16,Colleen,"I can't-- I mean, come on, it's a little chicken."
6,16,Joel,There is not going to be a trace of that thing on Earth.
6,16,Gretchen,"I don't have any emotional attachment. From the moment I saw them, they were food. They, you know, they never were pets to me. I don't enjoy killing things. It's not, like, a thrill to kill something, but anybody who eats meat has to realize that somebody killed that. Someone's killing it for you."
6,16,Colleen,I don't want to watch it die. I want to have it put on my plate and put in front of me.
6,16,Gervase,"I'm missing food the most. I mean, I could go for some chicken right now. Any kind: baked, fried, I don't care-- food."
6,16,Colleen,"I just like to ignore that whole aspect of, uh, the food chain-- the whole death part."
6,16,Jenna,"Oh, we're going to eat, uh, three chickens in three days. We want to eat them before we merge tribes. We don't want them getting any of our chickens. Besides, one of them was pecking the hell out of me."
6,16,Colleen,"I've interacted with the chickens as little as possible. I'm not petting them, putting them on leashes, taking them for walks, naming them and, you know, calling them my very own. It does no good to befriend dinner."
6,16,Jenna,"I've never gone through the process of feeding a chicken, watering a chicken, then butchering a chicken. I can smell the, like, the grease and... And it's going to fry and it’s going to bubble and… (sighs)"
6,16,Gervase,Mmm! Dinner. Chicken!
6,16,Gretchen,"People were happy before, I know that the nutrition hit their bodies. It was, I think, the first really recognizable piece of protein that people have had that, you know, everybody kind of knew what it was and make you feel like you chewed on something. (08:16 → 08:25 = 9s) I think, mentally, the chicken was more important than it was physically."
6,16,Richard,"It's funny when I hear ""How come you're naked all the time?"" I'm naked less than one percent of the time. I'd like to be naked all the time. That would be smarter in this 100-degree weather."
6,16,Susan,(laughing)
6,16,Kelly,He walks around naked quite a bit. I think it probably bugs some of the guys.
6,16,Sean,Seems kind of childish and immature to me and kind of grandstanding and walking around on national TV.
6,16,Rudy,He runs around pretty often without clothes on and he don't think nothing of it.
6,16,Richard,I couldn't care less whether guys or girls are around. It doesn't make any difference.
6,16,Sean,"If there's any horny gay men out there that want a horny guy in return, I know one."
6,16,Richard,"Naked isn't sexual to me, and it doesn't... I don't think of it that way, it doesn't faze me that way so, no, I'm pretty comfortable naked."
6,16,Rudy,"I don't agree with his lifestyle and I told him that, and he probably don't agree with mine. But, anyway, we got to work together up until this merger, anyway. So I finally went along with this alliance and if I didn't, I'd be out of here probably the next vote or the one after."
6,16,Richard,"I've been trying to support keeping Rudy from Day 1. I want to bring him along to the next round where... he won't care much and probably will get voted off before, uh... winning. I don't think somebody's in control of our group, in particular. I think... I'm in control of... who's being voted off and I think that's all that matters to me."
6,16,Gervase,"I made a totally dumb statement now that I regret. You know, it was kind of just a poke at the girls, give them a little shot. ""Girls are the stupidest thing on the planet next to cows"" was the remark."
6,16,Gretchen,"Well, I said, ""You know, Gervase, I told those girls that all they had to do was, like, when they write your name on that piece of paper and hold it up to the camera they can look straight into the lens and go, 'Moo!'"" (laughs) His mouth dropped open like he had never considered that maybe that was not the best thing to say to a woman who had that much power over him."
6,16,Gervase,"No, I'm being very apologetic because it was stupid. I mean... a-after I said it, you know, I could... after I said it… (gets interrupted by Colleen)"
6,16,Colleen,"Gervase is... He's on a free ride, man. He's untouchable. I don't know how he gets through. He’s called the women cows. He doesn't do stuff half the time."
6,16,Gervase,"I haven't done a thing out here since I've been here, it seems like, and that's cool. Joel does the fishing. He does the paddling. I'm just out there hanging on the raft with him. When they built that hut on the beach, I was nowhere near there. I was in the shade somewhere. You know, I was looking for a coconut or something. I think everybody has done cooking rice at one point in time. I have yet to cook anything."
6,16,Jenna,"I didn't see him do anything yesterday, but that is nothing new, and that surprises me that I still haven't voted for Gervase. He doesn't seem to pull his own weight, and I know for a fact that he voted against me, so why the hell haven't I voted for him? I don't know."
6,16,Gervase,I knew coming here was all about charm and personality. That will get me through.
6,16,Colleen,"His charm does get him through, you know, but he hasn't been so charming today, so maybe he's going to get the vote."
6,17,Gervase,"It could be some natural thing from the island, man. Larvae in tomato sauce."
6,17,Greg,"I choose my preservatives and chemicals wisely, and that really would have thrown everything off-balance."
6,17,Joel,"Your standards definitely, definitely take a dive when you come into a situation like this. When you get hungry, you'll eat anything."
6,18,Gervase,"We need to stick together, really, as Pagong, still, and just wipe them out. Just pick them off one by one."
6,18,Joel,"Colleen-- she said that she does not want to vote anybody on our team off until all of their team is gone. We want to stick together. Jenna also has said that she is not going to vote anybody on our team off. Greg said openly that he's not going to vote anybody on the team off. Gervase has said it openly. I've said it numerous times openly. I've never heard Gretchen say ""I want to keep this team together."""
6,18,Gretchen,"I don't see myself joining a voting alliance, but if it's somebody that I'm thinking of voting off, that would be great. I'll vote along with everybody else."
6,18,Joel,"If we win, and we go in with an advantage, we just all got to stick together, stay as a team like we've been doing all the while."
6,18,Colleen,"Joel seems to be ignoring the fact that we have one more Immunity Challenge before we combine the tribes, and if we lose it, somebody's being voted off, and he talked way too much about what he's going to do when the tribes are combined, the strategy, the combination-- da-da-da. What if he doesn't make it to the combining of the tribes?"
6,18,Gretchen,"I know that ladies' man has irritated every woman in this tribe, so..."
6,18,Joel,I'm not a chauvinist. I believe that a woman can do anything a man can do.
6,18,Jenna,Joel thinks he's the all-American and all of these physical challenges are just feeding his ego.
6,18,Joel,"Go ahead. If you want to compete with me, I'm fine with it. I haven't wrecked anything, I haven't broken anything, I haven't lost any competitions."
6,18,Colleen,"You know, he's Golden Boy. He's Mr. January-- he's going to have a calendar. He's Captain America, really."
6,18,Joel,I can't really think of anything that I've done that's bad.
6,18,Jenna,"Towards us ladies, he seems to, uh, be pretty condescending like, he has to explain everything so thoroughly that we just couldn't understand it without Joel. I don't see why he feels the need to treat us like we're children."
6,18,Colleen,"He is full of, ""Don't do this,"" ""Put it here,"" ""do that,"" ""Watch out,"" da-da-da. Well, then, get up and do it."
6,18,Gretchen,"You can't be a woman who's strong enough to volunteer to come here and take what comes... and then overlook a comment like he doesn't trust you to cook the rice. A woman just is not capable of doing the things as good as… as he is. And it took us a while to even bring it up to each other, but once we did, it's, like, ""Oh, you feel that way, too?"" And I know that, you know, all three of us are feeling that."
6,18,Joel,"I'm totally square with everything across the board-- whatever anybody thinks-- um, but, no, I definitely am not a chauvinist. (rolls eyes)"
6,18,Rudy,"I was surprised when I seen the two Special Forces guys come down the beach. At first, I thought they were British Marines, but, uh, they were American."
6,18,Rudy,"I can do the obstacle course, but not as fast as I used to and, uh, it's only going to be... The winner's going to be as fast as your slowest person, so, uh, maybe I can beat one of the girls."
6,18,Gervase,"We're all going to be excited, hyped up. I want them to challenge us and push us, you know, make us work hard for this victory, 'cause, I mean... we're coming full steam ahead at them."
6,18,Richard,We're thinking we can do this.
6,18,Joel,"The thing is, we're coming back after the challenge, you know-- I'm sore, you know-- we lost. Tired, beat up-- coming back here thinking, ""All right, we're going to have some chicken."" Um... coming up the trail and what do I see? I come around the box... and that little one was still there. Had his head stuck in the side of the box. Just pulling. And I yelled and he took off. The monitor got the biggest meal of the day. I mean, that monitor ate twice as much at one meal than I've eaten since I've been on this island, man. Totally ate my chicken."
6,18,Gretchen,"You boil it long enough, you can eat anything, and it's already been tenderized... and gutted and decapitated, so half the work is done."
6,18,Gretchen,The Tribal Council is a necessary part of the game. But it's the nasty part of the game. It's the part that I enjoy the least and that I could do without. I don't know who's going to go. Could be anybody.
6,18,Joel,I've seen how Jenna acted the last couple times when she voted against somebody. She really didn't want to look at them or talk to them-- she showed guilt and she hasn't... she's really been avoiding me the last couple days.
6,18,Jenna,"I know who my vote is, and it... it would be Joel. But, uh, I can’t speak for the rest of the tribe. I got a vote last time, so maybe I'll be off."
6,18,Colleen,"Gervase-- he's just as chauvinistic as Joel is, God! He just hides it better. I want to vote for him at the next Tribal Council because he voted for me, and I'm starting to just have, like these little conflicts with him."
7,19,Richard,"Our camp's way better than theirs just from talking to them. They don't have a living room with benches, never mind a decent kitchen. I think our house is better from what they've described. We have fish."
7,19,Susan,"As far as somebody coming here from Pagong today, it's going to be fun. We like having company over at camp, even though we don't have a whole lot to offer for lunch. I'm hoping... I think the kicker of it all will be if Rich gets fish and we have fish for lunch. I think they'll be here."
7,19,Gretchen,"I'm excited about it being a big group, because right now there's not a lot of personalities going on and it's quiet and we've seen every inch of this little place here, and I'm excited to meet new people, and even if it's some good, some bad, or whatever, at least, it's something. It's a mix and so it'll be more interesting than it is right now."
7,19,Richard,"Yeah, when we merge tonight, I think it'll be interesting. I think, uh, it'll set up a whole 'nother set of interpersonal dynamics that'll be fun for me to watch."
7,19,Susan,"The alliance that we have going on is Rich, Rudy, Kelly and me. We'll vote four people strong, and if we can make it through the first two votes, getting somebody off of their team off... (chuckles) we should be able to slide into home plate."
7,19,Rudy,"Six days ago, I was 180 out, but, uh, I seen the light. It's… (chuckles) If you want to win this money, you got to get a little dirty."
7,19,Susan,The reason Sean's not in the alliance because... Sean... is dumb.
7,19,Richard,"Sean's ethically against any kind of alliance and I hear Gretchen is similar on the other side and, um... I don't get it. You know, I-I consider myself extraordinarily ethical and moral and, uh, this has absolutely nothing to do with this. I... it sounds like sheer stupidity to me when somebody says ""Oh, no, I'm not going to build an alliance, and I hope they wouldn't do that either."" Uh, you know, I giggle and think, ""okay."" (laughing)"
7,19,Gervase,"Sean's cool. Sean's a nice guy. He had a lot of stories to tell, and... I mean, he... he was just, like, a genuine, honest guy-- you know, what he said, you just believed what he said. You can just tell he wants to have some fun. He hasn't had fun yet, so, uh... we'll bring lots of fun his way. We'll keep him entertained."
7,19,Rudy,Jenna and Sean are going to have a good time talking. I don't know which one talks the most. She ain't shut up since she's been here.
7,19,Jenna,"I immediately saw the table set up with... it was like a romantic dinner. It was like this table all set up with everything, two beds off to the right single, like, really nice sheets and pillows and blankets, and, uh... like, a stump, we had a bedside table, we had lanterns everywhere, tiki torches, and the first thing I thought was... ""Oh, man, they're so setting this up for it to be romantic with Sean"" and there's just... there's not a spark there."
7,19,Sean,"But I often give a bad first impression sometimes. (12:59 → 13:08 = 9s) They wanted it to be more romantic than it was ever going to be, but, uh... you know, from either end of us, but we really had an exceptional time, and we tied one on, you know, uh, finished the bottles of wine, and we ate like kings and queens, and, uh, it was fantastic."
7,19,Jenna,"Uh, we saw Pagong's fire was still lit so I was like, ""Oh, I want to call home. They're probably worried."" And, uh, so we threw a bunch of kerosene on our fire to make it whoosh, and they said they saw that, so I… I hoped that they would figure that I was still there, that I was okay."
7,19,Jenna,"We talked all night. It-it helped that they had four bottles of wine there. So we drank them all and, uh, we were both pretty drunk."
7,20,Gretchen,"We're just waiting 'cause no one's given us any information. So, I mean, last night we were wondering where she was. And then somebody said ""Well, she can't come back until the negotiations are over."" But there's really nothing to negotiate. We could have made a shelter in that time. We could have made-- whatever they're negotiating for, we could have moved our whole camp-- been done in that time. So I don't, I don't know what the whole process is about."
7,20,Gervase,"We miss Jenna. We haven't seen Jenna at all since she's left, and we were kind of worried about her last night when it got dark and she wasn't here."
7,20,Greg,"I'd be wasting my time and energy to, uh, guess what's happening. So I don't even bother. What's going on? It's a beautiful day. The sun's nice. You can see, uh, Mount Kinabalu and, uh, we're going to go fishing."
7,20,Richard,"They talked about some kind of a negotiation, and I would imagine if the two parties had opposing views as to what camp they should move to that the negotiation might go on-- or might be interesting. But since both parties, as far as we know, want to move to this camp, I can't imagine what's going on on the sand spit."
7,20,Susan,"We're not sure yet, because Sean has been gone almost 24 hours now since we sent him off on the messenger thing. So the anticipation of waiting for Sean is just actually starting to drive us wild."
7,20,Sean,"And we told Pagong the unfortunate news that they had five minutes to pack their things-- get their luxury item and choose three items, uh, which we decided were the wool blanket that they have, the mosquito netting, so we could sleep under the mosquito netting, and the, um, cooking pot."
7,20,Jenna,"Actually, Sean let me do almost all of the deciding. I came up with the name, he added an ""a"" on the end."
7,20,Sean,"Jenna came up with the name. It had to be, uh, something that was indigenous to the island and, you know, we have a lot of rattan wood here. And, uh, we just added an ""a"" to make it sound more exotic. That was my idea. You know, give it a little flair, a little pizzazz."
7,20,Greg,"You know, they come back having had a great night and ""Oh, my God, I can't wait to tell you guys how much we've eaten."" And that's wonderful. That's how ambassadors should be treated. But, you know, of course, when you're on an island surviving on white rice and the occasional fish... Hey, tell me a little bit more about it. I'd love to hear about butter sauce. Like... thanks!"
7,20,Gervase,"I mean, it just makes more sense to go to their side. I mean, I think that's what everybody wanted to do anyway. Everybody wanted to get out of this section just for a new change of scenery. I mean, we've been here for 20 days. We've seen it. We know it. So it was just like, you know, let's try something new."
7,20,Colleen,"Sean was even saying there's enough room for us in the hutch because enough people sleep outside, so... It's going to go quick. God, I hope it goes quick from here on out, you know. Really."
7,20,Gretchen,"When I first got here, I... you know, I think maybe I would have been more comfortable on the other team, because I, you know, from what I understand, they like pulled their camp together, they got their stuff hanging up, which is, like, something that's been bothering me since the day we got here, and... but I think it was good for me to be with this tribe because, um, you don't have to work all the time and you don't have to be busting butt. It's nice to... you know, we’re, we're healthy and we're happy and we spend a lot of time having fun. So I think it taught me something, too. You can be, you know, very comfortable and I don't feel like I need to bust butt all the time, and I've had a good time while I'm here. So I’m glad, you know, I'll be glad to go with the other tribe and I was glad to be with this tribe."
7,20,Greg,"It's like starting over. We've left behind a lot of things-- a lot of material possessions. Um, metaphysically, we've also left behind a lot of emotional issues. Um... there was a lot of baggage that we left on that... on that Pagong Beach."
7,20,Jenna,"I did feel sadness when we left Pagong. Like looking back, that was where we rode to the first day when we were shipwrecked. It was where I'd formed a bond with eight... seven other people, so... it was sad. But it was like a new beginning for me-- a whole 'nother tribe."
7,20,Colleen,"So Rich came out, it was like ""Hey, how are you?"" You know, he swam out, which was really nice."
7,20,Jenna,They welcomed us with open arms. We got along really well.
7,20,Richard,"So, what they were really doing was coming to the beach and, uh, were moving in with what things they could have gotten together in the five minutes that they had to get together, I guess. I was glad to see that."
